site,box,x,y,R_mean,slope,vrm_1cm,vrm_2cm,vrm_4cm,vrm_8cm,profile,planform,latitude,longitude,depth,wave_avg,wave_max,develop,habitat_original,island,rank,age,habitat,wave_max_log10,R_log10,H_log10,wave_max_log10_s,depth_s,age_s,R_theory_logmean,R_theory2_logmean,D_logmean,D_theory_logmean,D_ends_logmean,H_logmean,R_theory_mean,R_theory2_mean,D_mean,D_theory_mean,D_ends_mean,H_mean,R_theory_sum,R_theory2_sum,D_sum,D_theory_sum,D_ends_sum,H_sum,wave_avg_log10,wave_avg_log10_s,CCA,CORAL,EMA,HAL,I,MA,SC,SED,TURF,coral_s,SEC_NAME,REGION,REEF_ZONE,DEPTH_BIN
HAW-3356,3,12.485447368,-0.76491021,1.3454916875512,26.4260024773202,0.0137723333979299,0.0189362101123093,0.0280511332056401,0.0405648860426743,-2.09555557371935,-2.08146386619124,19.98226,-155.2223,21.37921917696,18.820005,80.611549,0.0272692,ROB,HAW,1,0.375,ROB,1.90639726646593,0.296759513203049,-0.903000200716946,0.877074405930337,1.53739359822622,-0.88877906833055,1.04681925094852,1.19848065181481,2.10433386815664,2.14535446107357,2.14535446107357,0.405351697135691,1.11956998305699,1.19848065181481,2.20954121246941,2.23713205084292,2.23713205084292,0.405351697135691,1.11956998305699,1.19848065181481,2.21644792108224,2.23713205084292,2.23713205084292,0.405351697135691,1.27461973447233,1.15783403026805,2.0066889632107,1.00334448160535,6.35451505016722,0,0,2.34113712374582,0.334448160535117,32.4414715719064,55.5183946488294,-0.6142095572876519,HAW_HAMAKUA,MHI,Forereef,Deep
HAW-3356,1,5.799447368,-1.15891021,2.46062699326035,38.5809298459608,0.0231579040938063,0.0295460059039162,0.042591796141007,0.0732340071869619,1.75377813005284,1.89594990585702,19.98226,-155.2223,21.37921917696,18.820005,80.611549,0.0272692,ROB,HAW,1,0.375,ROB,1.90639726646593,0.900416192778163,0.28471677206315,0.877074405930337,1.53739359822622,-0.88877906833055,1.16119759972338,1.88443837607981,1.98978865709783,2.04298970213834,2.04298970213834,1.32938545569618,1.64778898624402,1.88443837607981,2.15725092805129,2.19341448695061,2.19341448695061,1.32938545569618,1.64778898624402,1.88443837607981,2.16415763666412,2.19341448695061,2.19341448695061,1.32938545569618,1.27461973447233,1.15783403026805,2.0066889632107,1.00334448160535,6.35451505016722,0,0,2.34113712374582,0.334448160535117,32.4414715719064,55.5183946488294,-0.6142095572876519,HAW_HAMAKUA,MHI,Forereef,Deep
HAW-3356,5,11.293447368,-0.54691021,1.49970081103237,32.2732333362629,0.0173710223390773,0.0235749412707925,0.0354112343580086,0.05019688492491,-1.5564202190761,-1.28300808794316,19.98226,-155.2223,21.37921917696,18.820005,80.611549,0.0272692,ROB,HAW,1,0.375,ROB,1.90639726646593,0.405265628901757,-0.365168371206232,0.877074405930337,1.53739359822622,-0.88877906833055,1.08806354256774,1.29117879860705,2.0906077560317,2.10534653345994,2.10534653345994,0.694079777989799,1.1994761624482,1.29117879860705,2.18436321620772,2.18741204371773,2.18741204371773,0.694079777989799,1.1994761624482,1.29117879860705,2.19126992482054,2.18741204371773,2.18741204371773,0.694079777989799,1.27461973447233,1.15783403026805,2.0066889632107,1.00334448160535,6.35451505016722,0,0,2.34113712374582,0.334448160535117,32.4414715719064,55.5183946488294,-0.6142095572876519,HAW_HAMAKUA,MHI,Forereef,Deep
HAW-3356,2,5.267447368,-0.63491021,1.95517433146356,24.6517168437908,0.0168682448271697,0.0194437412935909,0.0225517072258008,0.0286073295874658,0.331793526750163,1.10041639832389,19.98226,-155.2223,21.37921917696,18.820005,80.611549,0.0272692,ROB,HAW,1,0.375,ROB,1.90639726646593,0.670479361565856,0.13221632112157,0.877074405930337,1.53739359822622,-0.88877906833055,1.04684852947717,1.57208944571109,1.94570360029912,1.95002890398782,1.95002890398782,1.1413551917996,1.31743309907663,1.57208944571109,2.13874253444896,2.14230752435335,2.14230752435335,1.1413551917996,1.31743309907663,1.57208944571109,2.14564924306179,2.14230752435335,2.14230752435335,1.1413551917996,1.27461973447233,1.15783403026805,2.0066889632107,1.00334448160535,6.35451505016722,0,0,2.34113712374582,0.334448160535117,32.4414715719064,55.5183946488294,-0.6142095572876519,HAW_HAMAKUA,MHI,Forereef,Deep
HAW-3356,4,2.777447368,-0.74091021,1.51886481412933,25.2873001512381,0.0121816969931009,0.0145884367096729,0.0173579280960963,0.0227729626325227,-1.03396786227846,-0.190513972082818,19.98226,-155.2223,21.37921917696,18.820005,80.611549,0.0272692,ROB,HAW,1,0.375,ROB,1.90639726646593,0.417963223029982,-0.16005799170996,0.877074405930337,1.53739359822622,-0.88877906833055,1.04386746015199,1.31859063857763,1.95450810544543,1.99885047388258,1.99885047388258,0.852094373123626,1.17282679945785,1.31859063857763,2.10252696181949,2.13401624270902,2.13401624270902,0.852094373123626,1.17282679945785,1.31859063857763,2.10943367043231,2.13401624270902,2.13401624270902,0.852094373123626,1.27461973447233,1.15783403026805,2.0066889632107,1.00334448160535,6.35451505016722,0,0,2.34113712374582,0.334448160535117,32.4414715719064,55.5183946488294,-0.6142095572876519,HAW_HAMAKUA,MHI,Forereef,Deep
HAW-3357,5,7.747817888,-0.930840828,1.69547247960777,33.5200128410731,0.0299603616686045,0.0381088571424999,0.0452093572103914,0.0438419441371963,-1.94066836507814,-2.37949662338056,20.18537,-155.6931,11.60990710272,13.685585,63.837723,0,ROB,HAW,1,0.43000001,ROB,1.80507738795779,0.527961451020253,-0.309531021724051,0.656594154020507,-0.0178053762828113,-0.851850288615584,1.11419293018016,1.39407279696962,2.12014813376258,2.12053929126059,2.12053929126059,0.73379100758332,1.27498419500223,1.39407279696962,2.21400127515942,2.21039085433468,2.21039085433468,0.73379100758332,1.27498419500223,1.39407279696962,2.22090798377225,2.21039085433468,2.21039085433468,0.73379100758332,1.13626336636739,0.835276790604525,0,0,3.78006872852234,0,0,1.3745704467354,0,26.1168384879725,68.7285223367698,-0.6751106142183688,HAW_HAMAKUA,MHI,Forereef,Mid
HAW-3357,3,3.489817888,-1.068840828,1.89514774551478,30.8699444356884,0.0257138298469117,0.0348945741433308,0.0476865727176494,0.0554023370323201,-2.30661338014665,-2.07162066035231,20.18537,-155.6931,11.60990710272,13.685585,63.837723,0,ROB,HAW,1,0.43000001,ROB,1.80507738795779,0.639296801466061,0.136522032608954,0.656594154020507,-0.0178053762828113,-0.851850288615584,1.08929997221349,1.53259527785794,1.99914134053734,2.01202952123579,2.01202952123579,1.14628013303947,1.34452202373258,1.53259527785794,2.14702187940289,2.15031958813892,2.15031958813892,1.14628013303947,1.34452202373258,1.53259527785794,2.15392858801572,2.15031958813892,2.15031958813892,1.14628013303947,1.13626336636739,0.835276790604525,0,0,3.78006872852234,0,0,1.3745704467354,0,26.1168384879725,68.7285223367698,-0.6751106142183688,HAW_HAMAKUA,MHI,Forereef,Mid
HAW-3357,4,8.443817888,-0.706840828,1.61430409423635,31.192425754448,0.0303082932732089,0.0379800781424816,0.0439189394660324,0.0454397334337234,-3.40930882027895,-2.55402539863349,20.18537,-155.6931,11.60990710272,13.685585,63.837723,0,ROB,HAW,1,0.43000001,ROB,1.80507738795779,0.47890396240829203,-0.23285575266125,0.656594154020507,-0.0178053762828113,-0.851850288615584,1.09134676249226,1.34150598966863,2.09297590996207,2.08397655240085,2.08397655240085,0.792267847810859,1.22872278614635,1.34150598966863,2.18685424358469,2.176597308893,2.176597308893,0.792267847810859,1.22872278614635,1.34150598966863,2.19376095219752,2.176597308893,2.176597308893,0.792267847810859,1.13626336636739,0.835276790604525,0,0,3.78006872852234,0,0,1.3745704467354,0,26.1168384879725,68.7285223367698,-0.6751106142183688,HAW_HAMAKUA,MHI,Forereef,Mid
HAW-3357,1,12.775817888,-1.498840828,2.42180698301457,37.8878507162832,0.0258904491167378,0.0291380537331479,0.0345184080548123,0.0393937844805137,0.0990316515151857,-1.13717071081655,20.18537,-155.6931,11.60990710272,13.685585,63.837723,0,ROB,HAW,1,0.43000001,ROB,1.80507738795779,0.884513948732506,0.498786692742887,0.656594154020507,-0.0178053762828113,-0.851850288615584,1.16825440840045,1.84114598666241,1.96691011759844,2.0069373411913,2.0069373411913,1.64672207828002,1.62322091815798,1.84114598666241,2.12201050457643,2.14848269260614,2.14848269260614,1.64672207828002,1.62322091815798,1.84114598666241,2.12891721318926,2.14848269260614,2.14848269260614,1.64672207828002,1.13626336636739,0.835276790604525,0,0,3.78006872852234,0,0,1.3745704467354,0,26.1168384879725,68.7285223367698,-0.6751106142183688,HAW_HAMAKUA,MHI,Forereef,Mid
HAW-3357,2,12.695817888,-0.674840828,2.90522101485824,45.0522676448483,0.0350990892503363,0.0461581836702628,0.0651301897153652,0.0883682574289154,-3.79703288642071,-3.9360158600553,20.18537,-155.6931,11.60990710272,13.685585,63.837723,0,ROB,HAW,1,0.43000001,ROB,1.80507738795779,1.06650946825608,0.647703525282188,0.656594154020507,-0.0178053762828113,-0.851850288615584,1.29373457073391,2.09130221561147,2.01884984790309,2.03672270178175,2.03672270178175,1.91114688515069,1.88779326579861,2.09130221561147,2.15702068908081,2.16283573014462,2.16283573014462,1.91114688515069,1.88779326579861,2.09130221561147,2.16392739769363,2.16283573014462,2.16283573014462,1.91114688515069,1.13626336636739,0.835276790604525,0,0,3.78006872852234,0,0,1.3745704467354,0,26.1168384879725,68.7285223367698,-0.6751106142183688,HAW_HAMAKUA,MHI,Forereef,Mid
HAW-3359,1,9.144468536,-1.325488891,1.97354161484987,37.2811356554709,0.0427863008770574,0.0512023138222208,0.0573358575316185,0.0566860809595315,-2.65695295989956,-1.40305617870122,20.16567,-155.6484,12.048818224896,14.658642,66.146187,0,ROB,HAW,1,0.43000001,ROB,1.82050481431962,0.679829702723812,0.207458504439801,0.690165481786214,0.0520658819922318,-0.851850288615584,1.16184789450295,1.56458487870101,2.07126366325785,2.05797968914784,2.05797968914784,1.23054665355791,1.41462807306272,1.56458487870101,2.17663413966664,2.15719107744216,2.15719107744216,1.23054665355791,1.41462807306272,1.56458487870101,2.18354084827946,2.15719107744216,2.15719107744216,1.23054665355791,1.16609373843442,0.904821854585816,0.709219858156028,6.02836879432624,13.1205673758865,0,0,0.354609929078014,0,2.12765957446809,77.6595744680851,-0.3092003631795575,HAW_HAMAKUA,MHI,Forereef,Mid
HAW-3359,2,16.618468536,-0.747488891,2.07873995920172,40.3463316119555,0.0364738634962684,0.0497221479985457,0.0657397848109516,0.0814522919585793,-1.51176764771903,-0.883297592508891,20.16567,-155.6484,12.048818224896,14.658642,66.146187,0,ROB,HAW,1,0.43000001,ROB,1.82050481431962,0.731761921303699,0.0193155181097805,0.690165481786214,0.0520658819922318,-0.851850288615584,1.18026226979736,1.65801758916626,2.09238295569713,2.10445894154286,2.10445894154286,1.01950326962066,1.49300080405638,1.65801758916626,2.20618084695892,2.21205346934479,2.21205346934479,1.01950326962066,1.49300080405638,1.65801758916626,2.21308755557175,2.21205346934479,2.21205346934479,1.01950326962066,1.16609373843442,0.904821854585816,0.709219858156028,6.02836879432624,13.1205673758865,0,0,0.354609929078014,0,2.12765957446809,77.6595744680851,-0.3092003631795575,HAW_HAMAKUA,MHI,Forereef,Mid
HAW-3359,3,17.300468536,-1.335488891,2.18588365269469,40.2671299752047,0.04404743627874,0.0592912483264295,0.0723038834993557,0.0767648245263261,-1.21862496080115,-0.808076067397695,20.16567,-155.6484,12.048818224896,14.658642,66.146187,0,ROB,HAW,1,0.43000001,ROB,1.82050481431962,0.782020164501993,-0.011023690632242,0.690165481786214,0.0520658819922318,-0.851850288615584,1.1882134721933,1.7148952465438,2.09815750936451,2.11460203436058,2.11460203436058,0.98903684758959,1.5403455728781,1.7148952465438,2.21912938046147,2.22820855050819,2.22820855050819,0.98903684758959,1.5403455728781,1.7148952465438,2.2260360890743,2.22820855050819,2.22820855050819,0.98903684758959,1.16609373843442,0.904821854585816,0.709219858156028,6.02836879432624,13.1205673758865,0,0,0.354609929078014,0,2.12765957446809,77.6595744680851,-0.3092003631795575,HAW_HAMAKUA,MHI,Forereef,Mid
HAW-3359,4,7.074468536,-1.413488891,2.04417770489973,38.894942992383,0.0459456237640344,0.0600908983680695,0.0707716631020789,0.0733356291282127,-2.02892123799188,-2.33708683165083,20.16567,-155.6484,12.048818224896,14.658642,66.146187,0,ROB,HAW,1,0.43000001,ROB,1.82050481431962,0.714995608337234,-0.304621455526826,0.690165481786214,0.0520658819922318,-0.851850288615584,1.17582701287944,1.61527305992312,2.16031293942276,2.16305541105022,2.16305541105022,0.737402461191101,1.45815278402083,1.61527305992312,2.26395856874681,2.26494657309512,2.26494657309512,0.737402461191101,1.45815278402083,1.61527305992312,2.27086527735964,2.26494657309512,2.26494657309512,0.737402461191101,1.16609373843442,0.904821854585816,0.709219858156028,6.02836879432624,13.1205673758865,0,0,0.354609929078014,0,2.12765957446809,77.6595744680851,-0.3092003631795575,HAW_HAMAKUA,MHI,Forereef,Mid
HAW-3359,5,8.034468536,-1.251488891,2.34300377057831,39.3057009008124,0.0495230905657918,0.0640398272922893,0.0716096353983839,0.075229562081328,0.955800454686258,1.72230082137892,20.16567,-155.6484,12.048818224896,14.658642,66.146187,0,ROB,HAW,1,0.43000001,ROB,1.82050481431962,0.851433768819417,-0.115479602864315,0.690165481786214,0.0520658819922318,-0.851850288615584,1.17594347140471,1.80021296094185,2.12541366041312,2.12742447117642,2.12742447117642,0.890938744650207,1.59744046833584,1.80021296094185,2.25891292854356,2.25949999286025,2.25949999286025,0.890938744650207,1.59744046833584,1.80021296094185,2.26581963715639,2.25949999286025,2.25949999286025,0.890938744650207,1.16609373843442,0.904821854585816,0.709219858156028,6.02836879432624,13.1205673758865,0,0,0.354609929078014,0,2.12765957446809,77.6595744680851,-0.3092003631795575,HAW_HAMAKUA,MHI,Forereef,Mid
HAW-3366,4,13.879043603,-0.513391824,2.27805135279777,41.6931891765198,0.0272847971920027,0.0489085770134823,0.0791544954101442,0.106612751637516,2.91243584621153,2.62247690411188,20.25254,-155.8007,2.97326889216,14.276861,69.619781,0.0214568,ROB,HAW,1,0.43000001,ROB,1.84273265280864,0.82332040770232,-0.0857929036463466,0.738535056460297,-1.39269142621109,-0.851850288615584,1.18483076381907,1.80016094971105,2.0867107954203,2.12685641168184,2.12685641168185,0.917784281318232,1.60342873299461,1.80016094971105,2.23334145842701,2.25505543994406,2.25505543994406,0.917784281318232,1.60342873299461,1.80016094971105,2.24024816703984,2.25505543994406,2.25505543994406,0.917784281318232,1.15463273123329,0.878102225433958,17.5824175824176,0,10.6227106227106,0,0,0.732600732600733,0,0,71.0622710622711,-0.6751106142183688,HAW_HAMAKUA,MHI,Forereef,Shallow
HAW-3366,5,10.293043603,-1.267391824,2.2251783585817,41.2289032529321,0.0270150667008336,0.0478847792123379,0.0793401434974212,0.10637773905233,1.75711204728601,1.92063865983215,20.25254,-155.8007,2.97326889216,14.276861,69.619781,0.0214568,ROB,HAW,1,0.43000001,ROB,1.84273265280864,0.799837073565784,0.026219778779383,0.738535056460297,-1.39269142621109,-0.851850288615584,1.18309645527142,1.73400039488312,2.06722763103385,2.10475062002156,2.10475062002156,1.02656654122367,1.55140837674216,1.73400039488312,2.20060451673404,2.22350189152954,2.22350189152954,1.02656654122367,1.55140837674216,1.73400039488312,2.20751122534687,2.22350189152954,2.22350189152954,1.02656654122367,1.15463273123329,0.878102225433958,17.5824175824176,0,10.6227106227106,0,0,0.732600732600733,0,0,71.0622710622711,-0.6751106142183688,HAW_HAMAKUA,MHI,Forereef,Shallow
HAW-3366,1,10.293043603,-1.299391824,2.21636970720016,41.3448306391994,0.0267199052002813,0.0471743249908994,0.0791311115250905,0.109052091704417,1.77865198893511,1.92852815295785,20.25254,-155.8007,2.97326889216,14.276861,69.619781,0.0214568,ROB,HAW,1,0.43000001,ROB,1.84273265280864,0.795870590348697,0.0271540842047074,0.738535056460297,-1.39269142621109,-0.851850288615584,1.184141927314,1.7318173463311901,2.07017003887526,2.10515677547957,2.10515677547957,1.0275261161108,1.55049802939294,1.7318173463311901,2.20157777072317,2.22313594608833,2.22313594608833,1.0275261161108,1.55049802939294,1.7318173463311901,2.208484479336,2.22313594608833,2.22313594608833,1.0275261161108,1.15463273123329,0.878102225433958,17.5824175824176,0,10.6227106227106,0,0,0.732600732600733,0,0,71.0622710622711,-0.6751106142183688,HAW_HAMAKUA,MHI,Forereef,Shallow
HAW-3366,2,11.631043603,-1.025391824,2.16445271414523,41.0792946490076,0.0292287920682154,0.0513022155294927,0.0806113689481279,0.0940669322187227,3.4842255125719,2.61027376276381,20.25254,-155.8007,2.97326889216,14.276861,69.619781,0.0214568,ROB,HAW,1,0.43000001,ROB,1.84273265280864,0.772167541574519,0.0227732226145123,0.738535056460297,-1.39269142621109,-0.851850288615584,1.17981037233103,1.69300194960838,2.08000700733604,2.10354990442605,2.10354990442605,1.023034512147,1.5182640649682,1.69300194960838,2.20664788996504,2.21706839640538,2.21706839640538,1.023034512147,1.5182640649682,1.69300194960838,2.21355459857787,2.21706839640538,2.21706839640538,1.023034512147,1.15463273123329,0.878102225433958,17.5824175824176,0,10.6227106227106,0,0,0.732600732600733,0,0,71.0622710622711,-0.6751106142183688,HAW_HAMAKUA,MHI,Forereef,Shallow
HAW-3366,3,0.049043603,-0.837391824,1.92095271808323,38.1114343249969,0.0253133468360571,0.0407379100610983,0.0618091238260212,0.078934850468417,1.75079942660297,1.84424652790669,20.25254,-155.8007,2.97326889216,14.276861,69.619781,0.0214568,ROB,HAW,1,0.43000001,ROB,1.84273265280864,0.65282127030455706,-0.187192717595766,0.738535056460297,-1.39269142621109,-0.851850288615584,1.14548832196781,1.56254510458086,2.0896667188334,2.12169285200157,2.12169285200157,0.829283903384515,1.40450985627815,1.56254510458086,2.21087924492211,2.22894946769364,2.22894946769364,0.829283903384515,1.40450985627815,1.56254510458086,2.21778595353494,2.22894946769364,2.22894946769364,0.829283903384515,1.15463273123329,0.878102225433958,17.5824175824176,0,10.6227106227106,0,0,0.732600732600733,0,0,71.0622710622711,-0.6751106142183688,HAW_HAMAKUA,MHI,Forereef,Shallow
